Info 0    [02:00:51.513] Starting TS Server
Info 1081 [02:39:45.208] getCompletionData: Is inside comment: 0.006097078323364258
Info 1082 [02:39:45.208] getCompletionData: Get previous token 1: 0.03104686737060547
Info 1083 [02:39:45.208] getCompletionsAtPosition: isCompletionListBlocker: 0.010347127914428711
Info 1084 [02:39:45.208] Returning an empty list because completion was requested in an invalid position.
Info 1085 [02:39:47.426] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1086 [02:39:47.434] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 104 structureChanged: false Elapsed: 7.407551050186157ms
Info 1087 [02:39:47.434] Different program with same set of files:: structureIsReused:: 2
Info 1088 [02:39:47.434] getCompletionData: Get current token: 0.011531829833984375
Info 1089 [02:39:47.434] getCompletionData: Is inside comment: 0.005613088607788086
Info 1090 [02:39:47.435] getCompletionData: Get previous token 1: 0.033447980880737305
Info 1091 [02:39:47.435] getCompletionsAtPosition: isCompletionListBlocker: 0.010970830917358398
Info 1092 [02:39:47.435] Returning an empty list because completion was requested in an invalid position.
Info 1093 [02:39:47.436] getCompletionData: Get current token: 0.03982090950012207
Info 1094 [02:39:47.436] getCompletionData: Is inside comment: 0.0051381587982177734
Info 1095 [02:39:47.436] getCompletionData: Get previous token 1: 0.02635979652404785
Info 1096 [02:39:47.436] getCompletionsAtPosition: isCompletionListBlocker: 0.008220195770263672
Info 1097 [02:39:47.436] Returning an empty list because completion was requested in an invalid position.
Info 1098 [02:39:47.438] getCompletionData: Get current token: 0.009360074996948242
Info 1099 [02:39:47.438] getCompletionData: Is inside comment: 0.00473785400390625
Info 1100 [02:39:47.438] getCompletionData: Get previous token 1: 0.02544403076171875
Info 1101 [02:39:47.438] getCompletionsAtPosition: isCompletionListBlocker: 0.006645917892456055
Info 1102 [02:39:47.438] Returning an empty list because completion was requested in an invalid position.
Info 1103 [02:39:47.837] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1104 [02:39:47.840] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 105 structureChanged: false Elapsed: 2.7166378498077393ms
Info 1105 [02:39:47.840] Different program with same set of files:: structureIsReused:: 2
Info 1106 [02:39:47.840] getCompletionData: Get current token: 0.008464813232421875
Info 1107 [02:39:47.840] getCompletionData: Is inside comment: 0.004328012466430664
Info 1108 [02:39:47.840] getCompletionData: Get previous token 1: 0.02385997772216797
Info 1109 [02:39:47.840] getCompletionsAtPosition: isCompletionListBlocker: 0.008196115493774414
Info 1110 [02:39:47.840] Returning an empty list because completion was requested in an invalid position.
Info 1111 [02:39:47.841] getCompletionData: Get current token: 0.008080005645751953
Info 1112 [02:39:47.841] getCompletionData: Is inside comment: 0.00413203239440918
Info 1113 [02:39:47.841] getCompletionData: Get previous token 1: 0.022387981414794922
Info 1114 [02:39:47.841] getCompletionsAtPosition: isCompletionListBlocker: 0.005925178527832031
Info 1115 [02:39:47.841] Returning an empty list because completion was requested in an invalid position.
Info 1116 [02:39:47.842] getCompletionData: Get current token: 0.008144140243530273
Info 1117 [02:39:47.842] getCompletionData: Is inside comment: 0.004023075103759766
Info 1118 [02:39:47.842] getCompletionData: Get previous token 1: 0.022372007369995117
Info 1119 [02:39:47.842] getCompletionsAtPosition: isCompletionListBlocker: 0.005396127700805664
Info 1120 [02:39:47.842] Returning an empty list because completion was requested in an invalid position.
Info 1121 [02:39:49.036] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1122 [02:39:49.041] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 106 structureChanged: false Elapsed: 4.80362606048584ms
Info 1123 [02:39:49.041] Different program with same set of files:: structureIsReused:: 2
Info 1124 [02:39:51.475] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1125 [02:39:51.479] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 107 structureChanged: false Elapsed: 4.122819185256958ms
Info 1126 [02:39:51.480] Different program with same set of files:: structureIsReused:: 2
Info 1127 [02:39:51.691] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1128 [02:39:51.694] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 108 structureChanged: false Elapsed: 2.648853063583374ms
Info 1129 [02:39:51.694] Different program with same set of files:: structureIsReused:: 2
Info 1130 [02:39:52.072] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1131 [02:39:52.078] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 109 structureChanged: false Elapsed: 5.2881598472595215ms
Info 1132 [02:39:52.078] Different program with same set of files:: structureIsReused:: 2
Info 1133 [02:39:52.078] getCompletionData: Get current token: 0.01793694496154785
Info 1134 [02:39:52.078] getCompletionData: Is inside comment: 0.006159782409667969
Info 1135 [02:39:52.079] getCompletionData: Get previous token 1: 0.057736873626708984
Info 1136 [02:39:52.079] getCompletionsAtPosition: isCompletionListBlocker: 0.010866880416870117
Info 1137 [02:39:52.079] Returning an empty list because completion was requested in an invalid position.
Info 1138 [02:39:52.081] getCompletionData: Get current token: 0.020466089248657227
Info 1139 [02:39:52.081] getCompletionData: Is inside comment: 0.006060123443603516
Info 1140 [02:39:52.081] getCompletionData: Get previous token 1: 0.03390789031982422
Info 1141 [02:39:52.081] getCompletionsAtPosition: isCompletionListBlocker: 0.010518074035644531
Info 1142 [02:39:52.081] Returning an empty list because completion was requested in an invalid position.
Info 1143 [02:39:52.082] getCompletionData: Get current token: 0.011151790618896484
Info 1144 [02:39:52.082] getCompletionData: Is inside comment: 0.005229949951171875
Info 1145 [02:39:52.083] getCompletionData: Get previous token 1: 0.03210115432739258
Info 1146 [02:39:52.083] getCompletionsAtPosition: isCompletionListBlocker: 0.0070040225982666016
Info 1147 [02:39:52.083] Returning an empty list because completion was requested in an invalid position.
Info 1148 [02:39:52.430] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1149 [02:39:52.436] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 110 structureChanged: false Elapsed: 6.001497030258179ms
Info 1150 [02:39:52.436] Different program with same set of files:: structureIsReused:: 2
Info 1151 [02:39:52.436] getCompletionData: Get current token: 0.014635086059570312
Info 1152 [02:39:52.436] getCompletionData: Is inside comment: 0.00592803955078125
Info 1153 [02:39:52.436] getCompletionData: Get previous token 1: 0.044268131256103516
Info 1154 [02:39:52.437] getCompletionsAtPosition: isCompletionListBlocker: 0.011629104614257812
Info 1155 [02:39:52.437] Returning an empty list because completion was requested in an invalid position.
Info 1156 [02:39:52.438] getCompletionData: Get current token: 0.012928009033203125
Info 1157 [02:39:52.438] getCompletionData: Is inside comment: 0.005518913269042969
Info 1158 [02:39:52.438] getCompletionData: Get previous token 1: 0.03891706466674805
Info 1159 [02:39:52.438] getCompletionsAtPosition: isCompletionListBlocker: 0.00975489616394043
Info 1160 [02:39:52.438] Returning an empty list because completion was requested in an invalid position.
Info 1161 [02:39:52.440] getCompletionData: Get current token: 0.013311147689819336
Info 1162 [02:39:52.440] getCompletionData: Is inside comment: 0.005908966064453125
Info 1163 [02:39:52.440] getCompletionData: Get previous token 1: 0.0368959903717041
Info 1164 [02:39:52.440] getCompletionsAtPosition: isCompletionListBlocker: 0.008289098739624023
Info 1165 [02:39:52.440] Returning an empty list because completion was requested in an invalid position.
Info 1166 [02:39:53.112] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1167 [02:39:53.117] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 111 structureChanged: false Elapsed: 4.665379047393799ms
Info 1168 [02:39:53.117] Different program with same set of files:: structureIsReused:: 2
Info 1169 [02:39:53.118] getCompletionData: Get current token: 0.013824939727783203
Info 1170 [02:39:53.118] getCompletionData: Is inside comment: 0.005846977233886719
Info 1171 [02:39:53.118] getCompletionData: Get previous token 1: 0.04242396354675293
Info 1172 [02:39:53.118] getCompletionsAtPosition: isCompletionListBlocker: 0.014554023742675781
Info 1173 [02:39:53.118] Returning an empty list because completion was requested in an invalid position.
Info 1174 [02:39:53.119] getCompletionData: Get current token: 0.013106822967529297
Info 1175 [02:39:53.120] getCompletionData: Is inside comment: 0.00609588623046875
Info 1176 [02:39:53.120] getCompletionData: Get previous token 1: 0.04048895835876465
Info 1177 [02:39:53.120] getCompletionsAtPosition: isCompletionListBlocker: 0.008471965789794922
Info 1178 [02:39:53.120] Returning an empty list because completion was requested in an invalid position.
Info 1179 [02:39:53.123] getCompletionData: Get current token: 0.010949134826660156
Info 1180 [02:39:53.123] getCompletionData: Is inside comment: 0.005230903625488281
Info 1181 [02:39:53.123] getCompletionData: Get previous token 1: 0.03324604034423828
Info 1182 [02:39:53.123] getCompletionsAtPosition: isCompletionListBlocker: 0.0079498291015625
Info 1183 [02:39:53.123] Returning an empty list because completion was requested in an invalid position.
Info 1184 [02:39:53.288] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1185 [02:39:53.292] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 112 structureChanged: false Elapsed: 3.4614460468292236ms
Info 1186 [02:39:53.292] Different program with same set of files:: structureIsReused:: 2
Info 1187 [02:39:53.292] getCompletionData: Get current token: 0.012540102005004883
Info 1188 [02:39:53.292] getCompletionData: Is inside comment: 0.006886005401611328
Info 1189 [02:39:53.292] getCompletionData: Get previous token 1: 0.0408329963684082
Info 1190 [02:39:53.292] getCompletionsAtPosition: isCompletionListBlocker: 0.015384912490844727
Info 1191 [02:39:53.292] Returning an empty list because completion was requested in an invalid position.
Info 1192 [02:39:53.294] getCompletionData: Get current token: 0.012179136276245117
Info 1193 [02:39:53.294] getCompletionData: Is inside comment: 0.007754087448120117
Info 1194 [02:39:53.294] getCompletionData: Get previous token 1: 0.0388948917388916
Info 1195 [02:39:53.294] getCompletionsAtPosition: isCompletionListBlocker: 0.014799833297729492
Info 1196 [02:39:53.294] Returning an empty list because completion was requested in an invalid position.
Info 1197 [02:39:53.296] getCompletionData: Get current token: 0.014548063278198242
Info 1198 [02:39:53.296] getCompletionData: Is inside comment: 0.0067560672760009766
Info 1199 [02:39:53.296] getCompletionData: Get previous token 1: 0.05031394958496094
Info 1200 [02:39:53.297] getCompletionsAtPosition: isCompletionListBlocker: 0.012876033782958984
Info 1201 [02:39:53.297] Returning an empty list because completion was requested in an invalid position.
Info 1202 [02:39:53.936] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1203 [02:39:53.941] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 113 structureChanged: false Elapsed: 5.6234450340271ms
Info 1204 [02:39:53.942] Different program with same set of files:: structureIsReused:: 2
Info 1205 [02:39:53.942] getCompletionData: Get current token: 0.015103816986083984
Info 1206 [02:39:53.942] getCompletionData: Is inside comment: 0.006150960922241211
Info 1207 [02:39:53.942] getCompletionData: Get previous token 1: 0.04203510284423828
Info 1208 [02:39:53.942] getCompletionsAtPosition: isCompletionListBlocker: 0.010965108871459961
Info 1209 [02:39:53.942] Returning an empty list because completion was requested in an invalid position.
Info 1210 [02:39:53.945] getCompletionData: Get current token: 0.015743017196655273
Info 1211 [02:39:53.945] getCompletionData: Is inside comment: 0.010890960693359375
Info 1212 [02:39:53.945] getCompletionData: Get previous token 1: 0.07567191123962402
Info 1213 [02:39:53.945] getCompletionsAtPosition: isCompletionListBlocker: 0.011077165603637695
Info 1214 [02:39:53.945] Returning an empty list because completion was requested in an invalid position.
Info 1215 [02:39:53.947] getCompletionData: Get current token: 0.011741876602172852
Info 1216 [02:39:53.947] getCompletionData: Is inside comment: 0.005880117416381836
Info 1217 [02:39:53.947] getCompletionData: Get previous token 1: 0.21128487586975098
Info 1218 [02:39:53.947] getCompletionsAtPosition: isCompletionListBlocker: 0.010689973831176758
Info 1219 [02:39:53.947] Returning an empty list because completion was requested in an invalid position.
Info 1220 [02:39:54.052] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1221 [02:39:54.057] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 114 structureChanged: false Elapsed: 4.70496392250061ms
Info 1222 [02:39:54.057] Different program with same set of files:: structureIsReused:: 2
Info 1223 [02:39:54.057] getCompletionData: Get current token: 0.015830039978027344
Info 1224 [02:39:54.057] getCompletionData: Is inside comment: 0.0077571868896484375
Info 1225 [02:39:54.057] getCompletionData: Get previous token 1: 0.044821977615356445
Info 1226 [02:39:54.058] getCompletionsAtPosition: isCompletionListBlocker: 0.014355897903442383
Info 1227 [02:39:54.058] Returning an empty list because completion was requested in an invalid position.
Info 1228 [02:39:54.058] getCompletionData: Get current token: 0.01221013069152832
Info 1229 [02:39:54.058] getCompletionData: Is inside comment: 0.00587916374206543
Info 1230 [02:39:54.058] getCompletionData: Get previous token 1: 0.03599405288696289
Info 1231 [02:39:54.059] getCompletionsAtPosition: isCompletionListBlocker: 0.010550975799560547
Info 1232 [02:39:54.059] Returning an empty list because completion was requested in an invalid position.
Info 1233 [02:39:54.059] getCompletionData: Get current token: 0.010375022888183594
Info 1234 [02:39:54.059] getCompletionData: Is inside comment: 0.005426883697509766
Info 1235 [02:39:54.059] getCompletionData: Get previous token 1: 0.03236198425292969
Info 1236 [02:39:54.059] getCompletionsAtPosition: isCompletionListBlocker: 0.00839686393737793
Info 1237 [02:39:54.059] Returning an empty list because completion was requested in an invalid position.
Info 1238 [02:39:54.248] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1239 [02:39:54.253] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 115 structureChanged: false Elapsed: 5.3141560554504395ms
Info 1240 [02:39:54.253] Different program with same set of files:: structureIsReused:: 2
Info 1241 [02:39:54.254] getCompletionData: Get current token: 0.013438940048217773
Info 1242 [02:39:54.254] getCompletionData: Is inside comment: 0.006086826324462891
Info 1243 [02:39:54.254] getCompletionData: Get previous token 1: 0.04233193397521973
Info 1244 [02:39:54.254] getCompletionsAtPosition: isCompletionListBlocker: 0.01016688346862793
Info 1245 [02:39:54.254] Returning an empty list because completion was requested in an invalid position.
Info 1246 [02:39:54.255] getCompletionData: Get current token: 0.013098955154418945
Info 1247 [02:39:54.255] getCompletionData: Is inside comment: 0.00652003288269043
Info 1248 [02:39:54.256] getCompletionData: Get previous token 1: 0.04063105583190918
Info 1249 [02:39:54.256] getCompletionsAtPosition: isCompletionListBlocker: 0.009878158569335938
Info 1250 [02:39:54.256] Returning an empty list because completion was requested in an invalid position.
Info 1251 [02:39:54.257] getCompletionData: Get current token: 0.010471105575561523
Info 1252 [02:39:54.257] getCompletionData: Is inside comment: 0.004889011383056641
Info 1253 [02:39:54.257] getCompletionData: Get previous token 1: 0.032212018966674805
Info 1254 [02:39:54.257] getCompletionsAtPosition: isCompletionListBlocker: 0.0070438385009765625
Info 1255 [02:39:54.257] Returning an empty list because completion was requested in an invalid position.
Info 1256 [02:39:55.057] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1257 [02:39:55.062] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 116 structureChanged: false Elapsed: 4.663435935974121ms
Info 1258 [02:39:55.062] Different program with same set of files:: structureIsReused:: 2
Info 1259 [02:39:55.957] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1260 [02:39:55.963] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 117 structureChanged: false Elapsed: 6.141853094100952ms
Info 1261 [02:39:55.963] Different program with same set of files:: structureIsReused:: 2
Info 1262 [02:39:56.248] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1263 [02:39:56.254] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 118 structureChanged: false Elapsed: 5.679856061935425ms
Info 1264 [02:39:56.254] Different program with same set of files:: structureIsReused:: 2
Info 1265 [02:39:56.462] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1266 [02:39:56.467] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 119 structureChanged: false Elapsed: 4.6735680103302ms
Info 1267 [02:39:56.467] Different program with same set of files:: structureIsReused:: 2
Info 1268 [02:39:56.647] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1269 [02:39:56.650] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 120 structureChanged: false Elapsed: 3.26589298248291ms
Info 1270 [02:39:56.650] Different program with same set of files:: structureIsReused:: 2
Info 1271 [02:39:57.115] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1272 [02:39:57.119] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 121 structureChanged: false Elapsed: 3.2856149673461914ms
Info 1273 [02:39:57.119] Different program with same set of files:: structureIsReused:: 2
Info 1274 [02:39:57.242] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1275 [02:39:57.245] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 122 structureChanged: false Elapsed: 2.934476852416992ms
Info 1276 [02:39:57.246] Different program with same set of files:: structureIsReused:: 2
Info 1277 [02:39:57.514] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1278 [02:39:57.517] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 123 structureChanged: false Elapsed: 3.015573024749756ms
Info 1279 [02:39:57.517] Different program with same set of files:: structureIsReused:: 2
Info 1280 [02:39:58.258] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1281 [02:39:58.269] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 124 structureChanged: false Elapsed: 11.078959941864014ms
Info 1282 [02:39:58.269] Different program with same set of files:: structureIsReused:: 2
Info 1283 [02:39:58.887] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1284 [02:39:58.894] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 125 structureChanged: false Elapsed: 6.679600954055786ms
Info 1285 [02:39:58.894] Different program with same set of files:: structureIsReused:: 2
Info 1286 [02:39:59.311] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1287 [02:39:59.316] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 126 structureChanged: false Elapsed: 4.831969976425171ms
Info 1288 [02:39:59.336] Different program with same set of files:: structureIsReused:: 2
Info 1289 [02:39:59.337] getCompletionData: Get current token: 0.023662090301513672
Info 1290 [02:39:59.337] getCompletionData: Is inside comment: 0.019057035446166992
Info 1291 [02:39:59.337] getCompletionData: Get previous token 1: 0.06944084167480469
Info 1292 [02:39:59.337] getCompletionsAtPosition: isCompletionListBlocker: 0.014595985412597656
Info 1293 [02:39:59.337] Returning an empty list because completion was requested in an invalid position.
Info 1294 [02:39:59.339] getCompletionData: Get current token: 0.015833139419555664
Info 1295 [02:39:59.339] getCompletionData: Is inside comment: 0.008072137832641602
Info 1296 [02:39:59.339] getCompletionData: Get previous token 1: 0.05049490928649902
Info 1297 [02:39:59.339] getCompletionsAtPosition: isCompletionListBlocker: 0.010259151458740234
Info 1298 [02:39:59.340] Returning an empty list because completion was requested in an invalid position.
Info 1299 [02:39:59.341] getCompletionData: Get current token: 0.012655973434448242
Info 1300 [02:39:59.341] getCompletionData: Is inside comment: 0.006260871887207031
Info 1301 [02:39:59.341] getCompletionData: Get previous token 1: 0.039163827896118164
Info 1302 [02:39:59.341] getCompletionsAtPosition: isCompletionListBlocker: 0.007751941680908203
Info 1303 [02:39:59.341] Returning an empty list because completion was requested in an invalid position.
Info 1304 [02:39:59.526] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1305 [02:39:59.531] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 127 structureChanged: false Elapsed: 5.62875509262085ms
Info 1306 [02:39:59.532] Different program with same set of files:: structureIsReused:: 2
Info 1307 [02:39:59.532] getCompletionData: Get current token: 0.014405965805053711
Info 1308 [02:39:59.532] getCompletionData: Is inside comment: 0.006741046905517578
Info 1309 [02:39:59.532] getCompletionData: Get previous token 1: 0.04620504379272461
Info 1310 [02:39:59.532] getCompletionsAtPosition: isCompletionListBlocker: 0.01069784164428711
Info 1311 [02:39:59.532] Returning an empty list because completion was requested in an invalid position.
Info 1312 [02:39:59.534] getCompletionData: Get current token: 0.013051033020019531
Info 1313 [02:39:59.534] getCompletionData: Is inside comment: 0.00636601448059082
Info 1314 [02:39:59.534] getCompletionData: Get previous token 1: 0.04386496543884277
Info 1315 [02:39:59.534] getCompletionsAtPosition: isCompletionListBlocker: 0.009276151657104492
Info 1316 [02:39:59.534] Returning an empty list because completion was requested in an invalid position.
Info 1317 [02:39:59.535] getCompletionData: Get current token: 0.01810312271118164
Info 1318 [02:39:59.535] getCompletionData: Is inside comment: 0.007852792739868164
Info 1319 [02:39:59.535] getCompletionData: Get previous token 1: 0.04208087921142578
Info 1320 [02:39:59.536] getCompletionsAtPosition: isCompletionListBlocker: 0.010543107986450195
Info 1321 [02:39:59.536] Returning an empty list because completion was requested in an invalid position.
Info 1322 [02:39:59.645] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1323 [02:39:59.653] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 128 structureChanged: false Elapsed: 7.732518911361694ms
Info 1324 [02:39:59.653] Different program with same set of files:: structureIsReused:: 2
Info 1325 [02:39:59.653] getCompletionData: Get current token: 0.011333942413330078
Info 1326 [02:39:59.653] getCompletionData: Is inside comment: 0.00512385368347168
Info 1327 [02:39:59.653] getCompletionData: Get previous token 1: 0.03576493263244629
Info 1328 [02:39:59.653] getCompletionsAtPosition: isCompletionListBlocker: 0.00851297378540039
Info 1329 [02:39:59.653] Returning an empty list because completion was requested in an invalid position.
Info 1330 [02:39:59.654] getCompletionData: Get current token: 0.010751962661743164
Info 1331 [02:39:59.654] getCompletionData: Is inside comment: 0.0053789615631103516
Info 1332 [02:39:59.655] getCompletionData: Get previous token 1: 0.0360720157623291
Info 1333 [02:39:59.655] getCompletionsAtPosition: isCompletionListBlocker: 0.00811910629272461
Info 1334 [02:39:59.655] Returning an empty list because completion was requested in an invalid position.
Info 1335 [02:39:59.656] getCompletionData: Get current token: 0.01052403450012207
Info 1336 [02:39:59.656] getCompletionData: Is inside comment: 0.005475044250488281
Info 1337 [02:39:59.656] getCompletionData: Get previous token 1: 0.03262901306152344
Info 1338 [02:39:59.656] getCompletionsAtPosition: isCompletionListBlocker: 0.0071070194244384766
Info 1339 [02:39:59.656] Returning an empty list because completion was requested in an invalid position.
Info 1340 [02:40:00.267] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1341 [02:40:00.272] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 129 structureChanged: false Elapsed: 4.639756917953491ms
Info 1342 [02:40:00.272] Different program with same set of files:: structureIsReused:: 2
Info 1343 [02:40:00.273] getCompletionData: Get current token: 0.016992807388305664
Info 1344 [02:40:00.273] getCompletionData: Is inside comment: 0.014119863510131836
Info 1345 [02:40:00.273] getCompletionData: Get previous token 1: 0.09941220283508301
Info 1346 [02:40:00.273] getCompletionsAtPosition: isCompletionListBlocker: 0.012246131896972656
Info 1347 [02:40:00.273] Returning an empty list because completion was requested in an invalid position.
Info 1348 [02:40:00.274] getCompletionData: Get current token: 0.010123014450073242
Info 1349 [02:40:00.274] getCompletionData: Is inside comment: 0.005883932113647461
Info 1350 [02:40:00.274] getCompletionData: Get previous token 1: 0.038558006286621094
Info 1351 [02:40:00.274] getCompletionsAtPosition: isCompletionListBlocker: 0.009122133255004883
Info 1352 [02:40:00.274] Returning an empty list because completion was requested in an invalid position.
Info 1353 [02:40:00.274] getCompletionData: Get current token: 0.00902414321899414
Info 1354 [02:40:00.274] getCompletionData: Is inside comment: 0.0047261714935302734
Info 1355 [02:40:00.274] getCompletionData: Get previous token 1: 0.03108692169189453
Info 1356 [02:40:00.274] getCompletionsAtPosition: isCompletionListBlocker: 0.010222911834716797
Info 1357 [02:40:00.274] Returning an empty list because completion was requested in an invalid position.
Info 1358 [02:40:00.376] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1359 [02:40:00.380] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 130 structureChanged: false Elapsed: 3.086733102798462ms
Info 1360 [02:40:00.380] Different program with same set of files:: structureIsReused:: 2
Info 1361 [02:40:00.380] getCompletionData: Get current token: 0.010959148406982422
Info 1362 [02:40:00.380] getCompletionData: Is inside comment: 0.004745006561279297
Info 1363 [02:40:00.380] getCompletionData: Get previous token 1: 0.034509897232055664
Info 1364 [02:40:00.380] getCompletionsAtPosition: isCompletionListBlocker: 0.008385896682739258
Info 1365 [02:40:00.380] Returning an empty list because completion was requested in an invalid position.
Info 1366 [02:40:00.382] getCompletionData: Get current token: 0.010601043701171875
Info 1367 [02:40:00.382] getCompletionData: Is inside comment: 0.004968881607055664
Info 1368 [02:40:00.382] getCompletionData: Get previous token 1: 0.03593897819519043
Info 1369 [02:40:00.382] getCompletionsAtPosition: isCompletionListBlocker: 0.007603168487548828
Info 1370 [02:40:00.382] Returning an empty list because completion was requested in an invalid position.
Info 1371 [02:40:00.384] getCompletionData: Get current token: 0.011069059371948242
Info 1372 [02:40:00.384] getCompletionData: Is inside comment: 0.005115985870361328
Info 1373 [02:40:00.384] getCompletionData: Get previous token 1: 0.033236026763916016
Info 1374 [02:40:00.384] getCompletionsAtPosition: isCompletionListBlocker: 0.008117198944091797
Info 1375 [02:40:00.384] Returning an empty list because completion was requested in an invalid position.
Info 1376 [02:40:00.793] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1377 [02:40:00.801] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 131 structureChanged: false Elapsed: 7.657427072525024ms
Info 1378 [02:40:00.801] Different program with same set of files:: structureIsReused:: 2
Info 1379 [02:40:00.801] getCompletionData: Get current token: 0.011732101440429688
Info 1380 [02:40:00.801] getCompletionData: Is inside comment: 0.005194902420043945
Info 1381 [02:40:00.801] getCompletionData: Get previous token 1: 0.023112058639526367
Info 1382 [02:40:00.801] getCompletionsAtPosition: isCompletionListBlocker: 0.009710073471069336
Info 1383 [02:40:00.801] Returning an empty list because completion was requested in an invalid position.
Info 1384 [02:40:00.803] getCompletionData: Get current token: 0.010733842849731445
Info 1385 [02:40:00.803] getCompletionData: Is inside comment: 0.005149126052856445
Info 1386 [02:40:00.804] getCompletionData: Get previous token 1: 1.0789220333099365
Info 1387 [02:40:00.804] getCompletionsAtPosition: isCompletionListBlocker: 0.010704994201660156
Info 1388 [02:40:00.804] Returning an empty list because completion was requested in an invalid position.
Info 1389 [02:40:00.827] getCompletionData: Get current token: 0.01826190948486328
Info 1390 [02:40:00.827] getCompletionData: Is inside comment: 0.008234024047851562
Info 1391 [02:40:00.827] getCompletionData: Get previous token 1: 0.034323930740356445
Info 1392 [02:40:00.827] getCompletionsAtPosition: isCompletionListBlocker: 0.014419078826904297
Info 1393 [02:40:00.827] Returning an empty list because completion was requested in an invalid position.
Info 1394 [02:40:02.290] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1395 [02:40:02.294] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 132 structureChanged: false Elapsed: 3.3910579681396484ms
Info 1396 [02:40:02.294] Different program with same set of files:: structureIsReused:: 2
Info 1397 [02:40:02.297] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1398 [02:40:02.299] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 133 structureChanged: false Elapsed: 2.443592071533203ms
Info 1399 [02:40:02.299] Different program with same set of files:: structureIsReused:: 2
Info 1400 [02:40:02.505] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1401 [02:40:02.509] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 134 structureChanged: false Elapsed: 4.149277925491333ms
Info 1402 [02:40:02.509] Different program with same set of files:: structureIsReused:: 2
